Status,Tanggal_YMD,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo
Terkonfirmasi,2021-03-27,21,145,220,75,5,140,1354,45,476,141,275,66,199,183,267,27,25,35,84,110,19,80,13,34,13,48,112,7,15,44,121,1,53,8
Sembuh,2021-03-27,6,125,27,53,15,200,651,6,1182,88,353,52,302,55,158,19,1,6,16,108,6,76,,161,20,51,75,5,10,36,,7,415,8
Meninggal,2021-03-27,2,5,,3,,11,18,1,102,6,19,,3,,4,2,,3,2,3,,3,1,,,4,3,,,,,,2,1
Terkonfirmasi,2021-03-28,12,121,79,94,27,127,1470,53,534,100,266,10,164,111,248,59,20,6,101,106,5,69,4,35,18,35,125,4,3,31,15,3,20,8
Sembuh,2021-03-28,19,144,26,50,15,179,1359,19,839,,234,62,366,40,195,31,8,,83,59,4,86,3,138,57,47,95,,21,40,15,2,43,
Meninggal,2021-03-28,,5,,2,,6,23,,7,,18,,4,,4,,,,4,1,,2,,1,,5,1,,,,,,2,
Terkonfirmasi,2021-03-29,8,144,328,63,10,106,1014,46,1610,388,251,,124,72,275,15,11,32,91,41,2,74,4,46,26,61,69,6,,11,50,1,27,2
Sembuh,2021-03-29,6,207,113,54,12,172,1008,37,1370,896,283,,300,47,217,6,2,12,60,29,10,78,16,109,64,54,105,34,12,7,11,49,24,14
Meninggal,2021-03-29,1,7,,2,,6,22,1,6,39,26,,3,,4,1,,2,3,,,1,,,,1,5,,,,1,,1,
Terkonfirmasi,2021-03-30,9,169,319,89,52,283,384,20,911,649,279,40,246,79,221,34,8,60,91,106,8,69,7,104,45,51,132,12,12,15,52,,116,10
Sembuh,2021-03-30,,160,74,60,18,238,1209,19,1042,1125,268,57,279,154,98,134,38,75,48,108,33,73,22,115,10,71,140,,8,19,35,7,116,24
Meninggal,2021-03-30,,9,50,3,1,5,4,,8,19,33,,9,4,4,,,4,2,1,,2,,,,5,2,,,,1,,6,1
Terkonfirmasi,2021-03-31,30,200,950,68,35,272,965,27,975,497,301,53,200,168,267,25,23,42,102,126,4,95,7,94,40,29,160,6,,19,58,1,90,8
Sembuh,2021-03-31,2,152,1000,90,17,231,1184,55,722,667,241,62,161,77,212,8,4,12,44,54,12,90,2,136,78,49,144,5,,24,,3,87,10
Meninggal,2021-03-31,,6,,3,,4,13,,6,11,35,,2,1,4,1,,,1,,,3,,,,2,5,,,1,,1,5,
Terkonfirmasi,2021-04-01,11,172,905,100,23,176,1337,62,904,670,281,39,214,63,262,22,31,15,133,134,5,65,6,83,32,43,199,3,6,23,13,1,86,23
Sembuh,2021-04-01,1,182,2015,61,18,280,922,18,1157,827,255,46,196,66,261,24,18,3,55,69,11,74,5,152,63,38,75,,10,30,25,4,285,2
Meninggal,2021-04-01,,9,15,2,2,5,5,,75,14,25,,11,1,4,2,,,6,3,,2,,,3,2,6,,,1,1,,1,1
Terkonfirmasi,2021-04-02,9,169,850,46,7,254,1240,42,661,239,274,53,238,104,283,16,32,17,75,150,5,61,2,19,18,72,203,,12,30,52,3,79,10
Sembuh,2021-04-02,6,135,1510,64,15,165,1323,11,483,138,277,55,215,72,116,38,35,8,32,121,4,81,1,169,32,33,132,,12,30,51,4,69,2
Meninggal,2021-04-02,,6,10,,,3,9,1,5,10,27,,4,,4,,1,,5,2,1,1,,,,4,4,,,,,,,
Terkonfirmasi,2021-04-03,6,141,910,83,6,118,1098,32,360,274,230,49,138,90,154,62,56,21,39,86,11,64,,54,14,44,116,,3,15,21,1,30,19
Sembuh,2021-04-03,6,179,1553,103,15,231,1283,25,389,143,253,67,173,30,106,31,43,,16,57,4,78,,116,21,70,121,,5,39,32,,5,3
Meninggal,2021-04-03,,5,15,1,,7,5,,5,,18,,10,3,5,1,,,,1,1,3,,,2,5,4,,,,,,,
Terkonfirmasi,2021-04-04,4,255,3501,60,38,123,736,23,338,195,221,48,154,92,290,43,10,19,41,57,,73,8,58,18,28,217,,,18,17,3,32,11
Sembuh,2021-04-04,2,231,6279,55,25,183,1024,17,294,14,207,50,218,42,342,23,,,44,73,5,82,,157,13,27,123,,13,13,18,,82,7
Meninggal,2021-04-04,,4,338,2,,2,5,,4,28,22,,6,1,,,,1,2,1,,1,,,,2,6,,,1,,,,1
Terkonfirmasi,2021-04-05,11,187,259,102,14,135,523,21,910,496,230,,90,106,153,7,44,32,54,51,1,74,,31,48,28,85,1,2,11,6,,,
Sembuh,2021-04-05,,171,86,80,15,227,980,15,692,2136,269,,284,142,119,3,5,,49,33,5,75,,113,29,41,108,15,9,33,46,9,,11
Meninggal,2021-04-05,1,6,,2,,1,5,,5,56,30,,6,2,4,1,,2,4,3,,,,3,1,2,8,,2,,1,,,1
Terkonfirmasi,2021-04-06,13,236,187,62,28,233,487,60,964,651,295,36,197,70,153,14,23,7,49,105,11,77,10,209,16,38,214,8,11,20,30,1,27,7
Sembuh,2021-04-06,23,229,52,38,18,207,535,50,644,827,285,47,170,134,231,65,17,1,57,124,1,74,31,126,47,25,170,,16,15,3,11,15,8
Meninggal,2021-04-06,1,10,,2,,7,10,,69,3,30,,4,,4,1,,1,,4,,5,1,,1,,5,,,2,,1,,1
Terkonfirmasi,2021-04-07,39,210,163,72,42,272,862,47,811,535,346,40,163,81,140,6,34,26,70,129,6,76,5,227,57,44,222,11,6,26,60,1,15,16
Sembuh,2021-04-07,21,152,28,69,20,200,626,27,735,2222,243,55,211,167,116,38,21,10,63,89,29,96,1,245,27,29,116,4,24,26,20,29,6,4
Meninggal,2021-04-07,,2,,1,,1,11,,2,2,35,,6,2,3,1,1,,6,2,,1,,,2,1,4,,,3,,,1,
Terkonfirmasi,2021-04-08,42,205,121,95,68,220,1239,50,673,796,297,44,153,64,301,,26,43,90,215,11,71,16,153,23,39,300,2,9,31,75,3,29,
Sembuh,2021-04-08,6,210,38,134,15,210,867,28,1182,2718,229,51,447,8,497,,14,5,125,129,3,81,4,262,59,32,146,26,7,40,30,29,5,3
Meninggal,2021-04-08,1,10,,,1,5,10,,13,39,27,,17,1,6,,2,1,3,8,1,2,,,2,2,6,,,1,2,,3,
Terkonfirmasi,2021-04-09,28,207,143,71,47,222,1013,50,931,569,308,77,205,111,281,42,58,25,79,145,,79,1,80,55,49,231,,2,27,66,6,42,15
Sembuh,2021-04-09,6,164,61,45,30,151,402,15,452,2782,249,44,238,29,172,66,9,,110,78,,77,19,207,32,16,126,6,4,28,37,6,611,5
Meninggal,2021-04-09,1,11,4,2,,6,10,,22,26,14,,1,2,6,1,1,,3,2,,1,,2,1,,4,,,,,,1,
Terkonfirmasi,2021-04-10,20,153,99,54,16,230,977,8,997,280,277,73,187,114,257,27,25,17,94,155,1,78,1,96,20,54,265,4,1,15,73,3,45,7
Sembuh,2021-04-10,5,124,25,92,20,177,826,41,477,315,225,45,247,116,225,11,29,20,106,106,6,84,,85,23,22,142,4,3,24,,,3,1
Meninggal,2021-04-10,3,6,2,2,,7,7,,7,,28,,5,5,4,,1,,6,5,,2,,1,1,2,1,,,,,,,
Terkonfirmasi,2021-04-11,7,115,105,183,45,130,1031,20,747,205,249,52,202,143,241,10,38,19,52,114,14,75,2,30,8,52,191,,7,10,20,,,10
Sembuh,2021-04-11,,120,65,142,39,203,1426,52,665,355,264,43,251,317,290,51,7,3,94,92,143,73,,130,39,42,135,94,33,9,39,1,2,
Meninggal,2021-04-11,,1,1,2,2,6,7,1,5,23,22,,7,,,,,,,1,,2,,,1,,5,,,,1,,,
Terkonfirmasi,2021-04-12,24,169,331,81,6,131,692,5,1470,737,251,0,97,76,82,17,24,32,63,57,0,69,1,43,49,68,146,,24,8,30,3,42,1
Sembuh,2021-04-12,17,159,55,57,25,265,1357,8,352,1262,235,,162,139,184,177,49,,120,50,3,76,19,47,93,16,94,20,4,10,67,1,158,8
Meninggal,2021-04-12,2,7,2,2,,3,7,,25,15,34,,7,1,4,,2,,3,2,,3,,,,,6,,,,,1,,
Terkonfirmasi,2021-04-13,28,150,183,117,25,232,828,40,1456,859,249,80,158,107,142,14,87,5,60,101,15,67,2,94,55,79,253,3,2,61,12,6,116,16
Sembuh,2021-04-13,35,122,50,66,20,231,900,52,1073,1952,223,49,214,77,123,135,22,52,136,162,5,70,5,80,63,4,196,10,2,22,161,2,9,26
Meninggal,2021-04-13,,7,1,,,7,6,,23,15,32,,1,,4,1,1,1,6,4,,2,,,1,,7,,3,1,,,,3
Terkonfirmasi,2021-04-14,26,121,86,144,15,292,661,51,1568,716,262,92,196,82,256,17,45,20,78,174,3,60,2,118,61,58,335,6,18,30,0,1,55,7
Sembuh,2021-04-14,21,69,52,34,20,290,614,34,669,1780,237,59,184,541,241,91,15,4,110,168,3,71,12,36,76,57,162,17,1,24,37,,5,13
Meninggal,2021-04-14,,3,1,,1,5,7,,17,21,21,1,3,14,1,,,,4,3,,3,,,,3,11,,,,,,1,3
Terkonfirmasi,2021-04-15,40,202,81,188,46,221,1330,49,1216,841,294,88,185,85,221,28,129,31,63,158,25,68,2,93,27,48,269,3,,14,63,1,52,16
Sembuh,2021-04-15,101,178,45,116,20,267,526,47,1351,2119,228,48,267,33,150,20,10,,98,153,18,75,,68,75,21,106,48,,11,30,1,120,12
Meninggal,2021-04-15,1,5,1,2,1,5,6,,42,36,26,,5,1,6,,,,5,5,,1,,,1,2,10,,,,,,5,1
Terkonfirmasi,2021-04-16,22,211,152,146,55,218,979,53,998,669,290,98,127,116,153,7,66,86,77,168,6,66,6,45,26,67,235,2,5,28,44,4,131,7
Sembuh,2021-04-16,121,331,54,59,30,200,1035,56,612,1886,244,45,237,58,214,10,12,6,71,162,1,68,26,61,27,7,194,,26,31,41,5,45,0
Meninggal,2021-04-16,,6,3,2,,6,18,,5,28,22,1,1,,6,1,2,1,1,4,,3,,2,4,,6,,,,,2,,
Terkonfirmasi,2021-04-17,35,169,102,94,54,158,1037,68,832,518,285,97,209,117,156,15,69,33,126,206,3,63,4,35,70,70,320,6,13,27,13,1,24,12
Sembuh,2021-04-17,113,172,77,46,30,281,999,66,696,1818,250,46,204,23,287,21,37,27,99,140,1,74,2,15,,4,215,45,13,50,34,1,57,20
Meninggal,2021-04-17,1,8,9,2,2,9,18,2,9,2,26,2,4,6,3,,,4,7,7,,1,,,1,,6,,,,,,2,1
Terkonfirmasi,2021-04-18,43,172,50,114,95,143,950,48,769,396,241,78,186,92,186,55,88,,101,204,2,61,12,22,7,88,330,4,13,17,6,1,4,7
Sembuh,2021-04-18,100,180,249,47,35,225,969,25,407,1358,224,42,198,10,142,14,2,1,53,99,11,69,4,10,8,5,279,,5,34,48,4,9,7
Meninggal,2021-04-18,1,10,,1,,6,13,,9,8,16,3,3,2,2,,,,2,3,,1,,,2,4,8,,,1,,,1,
Terkonfirmasi,2021-04-19,13,154,75,76,27,170,973,25,1421,678,253,,116,78,31,17,26,52,111,89,6,69,6,17,81,91,227,1,2,8,29,4,26,
Sembuh,2021-04-19,101,248,36,170,34,168,988,15,853,1876,235,,170,178,112,317,71,6,95,57,57,61,5,28,56,35,203,45,6,19,50,,47,7
Meninggal,2021-04-19,1,8,1,3,1,6,14,2,8,16,30,,7,1,4,1,1,,15,3,,3,,1,,6,9,,,1,,,,1
Terkonfirmasi,2021-04-20,52,207,109,152,50,210,460,74,1399,682,258,77,149,142,147,24,86,18,93,176,2,67,8,78,15,107,410,5,1,13,15,6,248,9
Sembuh,2021-04-20,113,272,39,129,30,243,898,64,649,2320,212,59,174,24,140,229,36,,59,148,,66,16,83,69,33,212,14,4,26,25,1,339,2
Meninggal,2021-04-20,6,8,1,3,1,4,14,1,15,70,34,2,4,1,4,4,,,7,6,,2,2,,1,3,14,,,,,,2,1
Terkonfirmasi,2021-04-21,64,196,70,162,86,229,602,56,1004,673,303,98,187,97,95,10,60,42,112,514,1,68,1,65,26,88,460,11,10,12,24,10,284,
Sembuh,2021-04-21,114,152,90,74,40,242,573,28,2308,2082,229,60,145,61,281,76,17,18,81,106,11,60,13,42,63,40,233,59,2,10,,,,4
Meninggal,2021-04-21,2,8,2,,,9,12,,44,83,28,,2,2,5,,2,,7,8,,1,1,3,3,2,4,,1,,,,,1
Terkonfirmasi,2021-04-22,87,168,102,133,20,257,1266,87,1358,600,291,99,180,71,206,24,85,16,119,286,21,66,10,20,7,63,419,1,,30,13,7,125,6
Sembuh,2021-04-22,105,220,93,91,20,274,651,66,1338,1633,234,50,143,16,210,13,32,,82,100,1,66,21,155,28,31,157,13,,36,47,1,64,2
Meninggal,2021-04-22,2,9,1,2,,8,11,2,28,37,24,,3,1,5,,1,1,7,1,,1,,5,2,1,12,,,,,,1,
Terkonfirmasi,2021-04-23,91,138,173,339,90,137,884,43,1066,374,300,92,188,85,197,19,50,1,101,232,65,65,10,27,38,80,477,3,8,24,8,2,27,2
Sembuh,2021-04-23,9,147,98,267,30,260,721,37,1031,1571,263,72,181,53,334,14,21,10,53,228,7,64,1,92,8,60,242,6,11,18,3,4,2,2
Meninggal,2021-04-23,2,10,2,1,2,5,18,,23,45,24,,3,,2,,,,12,3,1,5,,3,,2,11,,,,,,,
Terkonfirmasi,2021-04-24,46,124,58,167,40,149,907,65,630,317,257,96,149,119,173,11,101,,125,295,6,64,3,14,46,68,421,6,,20,5,3,53,6
Sembuh,2021-04-24,107,105,122,197,25,262,885,67,990,618,230,65,246,56,53,2,38,,95,261,1,56,1,19,5,26,326,1,9,24,15,1,43,2
Meninggal,2021-04-24,5,3,,2,,4,12,,23,54,18,,2,3,5,,2,,3,6,,,,1,,1,9,,,,,,1,
Terkonfirmasi,2021-04-25,24,66,80,263,114,223,896,29,683,247,236,39,165,81,56,16,148,3,144,234,46,62,2,7,9,81,404,5,8,3,8,6,14,
Sembuh,2021-04-25,111,77,136,119,50,251,962,16,397,312,215,86,124,8,56,25,171,,117,80,11,65,,51,7,25,224,,5,18,24,9,52,
Meninggal,2021-04-25,2,5,2,1,3,5,14,1,7,,18,1,9,,2,,1,,6,2,,4,,,1,,8,,,2,,,,
Terkonfirmasi,2021-04-26,67,105,220,194,42,184,749,42,1941,646,247,,82,97,16,23,137,58,99,93,3,69,3,14,39,67,614,,,11,2,,71,9
Sembuh,2021-04-26,33,175,170,175,40,225,1339,45,835,489,664,,186,41,212,26,147,9,67,53,149,60,,70,11,74,207,20,,15,19,1,29,3
Meninggal,2021-04-26,3,6,1,4,,2,14,2,16,53,23,,4,1,5,,4,,9,5,1,1,,,1,7,14,,,,,1,,
Terkonfirmasi,2021-04-27,70,150,227,160,70,164,393,32,1164,354,237,56,158,57,98,24,75,59,93,212,4,63,6,57,39,69,383,1,,38,14,1,128,
Sembuh,2021-04-27,9,127,133,321,40,212,600,20,846,643,245,77,208,21,130,40,20,6,49,248,1,68,3,40,23,89,331,4,,22,16,8,284,
Meninggal,2021-04-27,,10,,5,1,5,17,2,17,41,24,,5,1,5,,2,1,7,5,,2,,,,3,11,,,1,,,3,
Terkonfirmasi,2021-04-28,71,166,60,160,65,292,639,97,1354,224,297,63,186,118,74,21,105,49,137,220,4,66,11,18,48,115,479,1,2,33,12,4,31,19
Sembuh,2021-04-28,107,131,54,67,40,200,682,67,1031,634,260,69,147,80,97,11,20,61,83,231,,61,5,55,29,156,270,26,55,21,25,1,12,30
Meninggal,2021-04-28,4,10,,5,,5,14,3,14,57,23,,5,2,1,,2,1,6,4,,2,,,2,2,11,,1,3,,,,
Terkonfirmasi,2021-04-29,82,132,110,238,44,259,987,92,1119,592,325,99,145,62,65,13,118,36,117,281,5,67,8,27,51,97,579,,,21,18,,32,12
Sembuh,2021-04-29,56,172,194,115,30,313,480,97,1145,1415,251,73,159,363,59,7,37,58,129,246,10,58,,33,18,52,281,,9,73,36,,45,1
Meninggal,2021-04-29,3,6,,2,,2,23,3,25,74,25,1,4,4,3,,1,9,9,6,,1,,1,1,2,10,,,,,,3,
Terkonfirmasi,2021-04-30,78,137,72,226,43,262,789,74,1179,400,316,73,161,111,207,9,114,65,126,162,3,68,5,31,58,61,521,2,13,9,27,,90,8
Sembuh,2021-04-30,83,141,32,151,35,258,540,21,1179,923,265,70,176,20,190,31,12,29,70,140,109,64,62,8,33,50,403,4,7,37,31,1,17,10
Meninggal,2021-04-30,1,3,10,3,,1,4,,29,75,22,,2,2,,,,,3,2,,1,,3,4,1,14,,,2,,,5,
Terkonfirmasi,2021-05-01,124,142,53,200,102,128,926,60,754,198,231,98,137,108,88,7,180,18,147,179,6,59,7,25,20,66,377,,,32,,3,31,6
Sembuh,2021-05-01,119,160,28,142,40,330,793,29,760,237,202,68,192,12,76,7,111,35,74,333,16,56,1,16,25,35,333,,3,32,10,,20,49
Meninggal,2021-05-01,2,11,,2,,4,15,4,5,20,19,1,1,1,5,,1,,6,8,,4,1,,2,,15,,,,,,,4
Terkonfirmasi,2021-05-02,68,86,55,93,75,180,854,78,672,179,206,95,52,49,12,34,145,29,130,270,1,64,,4,14,75,583,,5,12,,22,252,
Sembuh,2021-05-02,53,98,68,89,45,308,984,30,482,80,208,73,128,13,61,1,8,6,58,137,144,59,,13,11,26,345,,7,9,14,6,174,2
Meninggal,2021-05-02,7,6,2,4,1,5,10,2,7,18,27,1,5,3,4,,,1,8,6,3,2,1,,1,,16,,,,,1,2,1
Terkonfirmasi,2021-05-03,56,105,126,82,7,157,757,82,1292,531,215,,84,74,34,18,153,129,113,58,,68,,13,56,95,341,3,14,1,,2,61,3
Sembuh,2021-05-03,14,112,44,140,15,332,687,45,944,599,252,,177,169,45,44,,28,240,98,9,60,13,9,94,60,398,33,,27,16,4,62,3
Meninggal,2021-05-03,1,8,,1,,5,20,1,16,31,20,,5,,,,,2,9,5,1,1,1,,2,1,18,,,2,,,1,2
Terkonfirmasi,2021-05-04,98,150,112,167,54,159,416,50,912,375,290,117,137,101,56,17,134,30,111,144,6,63,4,21,22,52,483,1,,21,3,,59,4
Sembuh,2021-05-04,9,124,163,223,32,253,586,69,1385,668,236,99,107,243,224,20,173,24,133,223,66,65,,8,97,38,331,6,,6,5,7,25,4
Meninggal,2021-05-04,5,9,4,2,1,11,18,4,24,27,31,4,4,,6,,3,6,13,5,,,,,1,3,7,,,,,,,
Terkonfirmasi,2021-05-05,91,128,73,125,35,232,845,102,995,530,271,116,137,91,108,3,94,26,129,263,2,71,10,6,29,77,570,7,18,23,18,1,55,4
Sembuh,2021-05-05,18,104,193,130,46,261,686,72,1287,588,225,100,100,334,222,13,111,,87,208,7,64,30,56,129,75,570,21,7,38,18,3,133,13
Meninggal,2021-05-05,6,7,3,1,1,6,12,3,25,60,27,5,5,,2,2,,12,7,5,,2,,,3,1,15,,,,,,2,
Terkonfirmasi,2021-05-06,107,146,65,168,50,229,905,84,1038,353,255,120,104,74,64,8,253,19,130,416,,81,2,17,47,67,520,2,7,10,22,,273,11
Sembuh,2021-05-06,38,140,37,151,45,319,566,83,1588,407,249,94,126,41,131,28,89,16,125,257,121,60,17,23,50,36,478,12,5,13,22,8,61,4
Meninggal,2021-05-06,1,9,1,1,,5,21,2,6,13,25,,3,,2,,11,,5,10,,4,2,,,3,20,,,,,,3,
Terkonfirmasi,2021-05-07,113,114,68,197,65,184,783,87,1953,524,232,133,105,84,144,16,94,28,142,283,7,95,7,27,36,53,628,3,,30,2,1,89,
Sembuh,2021-05-07,114,168,50,343,30,271,595,75,1333,762,280,104,166,125,231,18,33,9,107,204,29,76,10,18,33,27,506,,15,34,5,2,116,2
Meninggal,2021-05-07,4,8,,1,,11,20,2,35,12,22,,7,,1,,,1,7,7,,1,,,,4,17,,,,,,6,1
Terkonfirmasi,2021-05-08,100,113,81,267,76,137,732,88,2209,140,225,74,109,125,108,3,112,23,150,300,9,82,,17,11,77,653,,19,10,1,,77,2
Sembuh,2021-05-08,5,102,32,154,48,261,584,45,1984,404,207,70,208,51,82,6,19,1,313,276,34,73,1,14,16,67,258,,4,18,4,2,151,
Meninggal,2021-05-08,4,8,4,6,,10,26,3,4,54,19,2,3,2,3,,,,10,3,1,3,,,1,2,7,,,,,,4,
Terkonfirmasi,2021-05-09,28,103,61,184,37,140,809,75,492,138,230,124,88,90,64,16,92,2,140,322,,76,3,11,5,54,454,1,3,8,17,3,52,
Sembuh,2021-05-09,93,119,174,157,61,202,690,64,557,439,196,103,212,21,130,9,312,2,173,171,55,75,,6,10,46,223,,,21,18,7,13,1
Meninggal,2021-05-09,6,5,,3,,10,16,2,8,40,17,2,2,,3,,,,7,11,1,2,,,,6,26,,,,,,2,1
Terkonfirmasi,2021-05-10,68,74,92,112,18,142,694,71,1070,854,206,65,92,61,22,4,109,29,131,177,1,89,2,27,18,44,551,,,6,,2,60,
Sembuh,2021-05-10,87,116,71,132,53,215,606,75,2304,746,213,71,125,149,63,28,82,2,150,103,6,80,12,16,65,48,631,2,,14,,2,68,3
Meninggal,2021-05-10,5,7,4,,,5,22,1,16,76,21,,2,4,2,,,2,6,11,,4,,,3,1,14,,,,,,,
Terkonfirmasi,2021-05-11,100,101,82,143,16,154,406,64,1373,540,257,88,76,58,46,11,147,15,100,231,6,83,8,26,57,85,587,2,1,21,2,3,125,7
Sembuh,2021-05-11,33,94,45,188,40,306,667,104,1073,781,193,120,109,57,116,39,132,12,123,268,1,73,7,32,22,217,527,,4,21,18,,167,3
Meninggal,2021-05-11,2,11,1,1,,5,20,1,18,80,31,2,2,9,2,,2,2,8,3,,2,,,1,18,24,,1,,,,1,
Terkonfirmasi,2021-05-12,128,97,56,211,50,217,656,60,814,109,248,138,126,79,85,,125,21,126,443,9,78,7,11,66,88,523,,,23,3,2,9,
Sembuh,2021-05-12,32,95,24,110,51,232,674,58,753,292,224,161,80,50,535,4,3,,75,184,51,77,7,3,11,72,779,,20,6,6,1,1,
Meninggal,2021-05-12,3,3,,2,,8,13,,22,24,22,2,1,1,2,,,,4,9,11,3,1,,1,5,12,,1,,,1,1,
Terkonfirmasi,2021-05-13,26,94,34,73,35,105,785,14,400,480,148,103,83,59,27,,98,5,99,94,26,82,,2,2,49,513,5,,2,,,4,1
Sembuh,2021-05-13,22,73,1,71,50,240,585,20,601,1146,151,151,84,3,21,9,256,,43,228,1,70,,5,6,25,262,,,28,,,49,
Meninggal,2021-05-13,1,5,,2,,4,15,,10,1,11,2,2,,2,,12,,5,,1,1,,,,5,14,,,,,,6,
Terkonfirmasi,2021-05-14,5,47,39,65,29,97,632,64,610,162,141,107,13,55,19,9,98,12,67,,,86,,6,16,29,112,,32,3,,,77,1
Sembuh,2021-05-14,18,96,15,132,40,165,547,39,685,448,173,179,98,3,39,,13,9,47,2,329,67,,4,20,34,503,,9,12,4,,75,2
Meninggal,2021-05-14,3,3,,,,13,16,2,2,24,15,1,1,,1,,,,5,,1,2,,,,1,16,,,,,,1,
Terkonfirmasi,2021-05-15,57,45,22,41,4,94,227,,723,248,183,67,52,27,1,3,190,5,74,,,76,,2,4,65,146,7,7,5,,5,5,
Sembuh,2021-05-15,12,123,99,146,30,266,573,69,572,434,230,157,71,113,44,7,9,,61,10,391,76,1,5,20,15,563,,16,14,,20,32,2
Meninggal,2021-05-15,2,3,,2,1,5,15,1,9,35,25,1,2,7,1,,1,,7,,10,3,,,1,,12,,1,,,,,
Terkonfirmasi,2021-05-16,35,74,66,75,8,135,161,22,792,346,164,97,56,46,37,1,222,18,77,141,,80,,4,,58,355,1,,6,,,,3
Sembuh,2021-05-16,74,76,42,173,35,158,293,22,442,399,164,158,97,39,48,2,242,3,182,230,176,73,,3,9,24,566,3,,14,,,43,
Meninggal,2021-05-16,2,6,2,3,,5,18,1,6,16,16,2,2,1,3,,12,,7,6,4,4,,,1,2,6,,,1,,,,
Terkonfirmasi,2021-05-17,91,74,53,108,4,136,421,21,1361,673,202,72,59,57,25,4,106,12,106,127,1,91,1,20,14,60,317,,20,1,,3,53,2
Sembuh,2021-05-17,22,114,320,214,10,170,286,48,1143,796,268,91,114,160,77,14,4,0,207,146,259,63,14,29,79,92,600,8,5,18,,3,372,8
Meninggal,2021-05-17,5,4,2,1,,8,25,1,26,44,25,2,4,6,4,,1,,8,10,,2,,1,2,5,21,,,1,,,4,
Terkonfirmasi,2021-05-18,128,79,29,131,26,155,219,5,1119,561,227,133,138,83,42,5,164,50,68,230,,95,1,22,17,55,321,4,,20,,2,50,6
Sembuh,2021-05-18,74,102,,308,51,212,208,72,1607,637,230,154,126,53,75,36,128,50,171,244,1,101,29,25,48,154,577,,6,44,,13,92,
Meninggal,2021-05-18,4,5,2,2,,3,15,1,39,16,21,2,3,4,5,,2,1,8,7,,2,1,,2,5,18,,,3,,,1,
Terkonfirmasi,2021-05-19,147,112,53,164,35,227,611,45,1219,404,254,117,128,82,55,38,137,54,75,295,3,92,5,39,8,64,385,2,,6,,,10,5
Sembuh,2021-05-19,62,125,64,139,12,190,197,48,1522,183,196,104,95,13,86,13,104,7,115,358,13,112,2,9,16,18,469,,,13,,,78,1
Meninggal,2021-05-19,9,9,1,2,,10,19,,8,54,32,2,2,,4,,,1,11,5,,1,1,,,2,17,,,1,,,1,
Terkonfirmasi,2021-05-20,199,83,87,194,37,269,895,83,1332,550,259,128,100,94,81,33,205,16,95,349,7,98,15,57,8,69,421,8,7,6,,,12,
Sembuh,2021-05-20,2,102,344,149,55,225,96,35,1324,427,243,109,91,87,47,3,283,11,123,223,10,83,2,21,71,143,597,,5,,,1,57,
Meninggal,2021-05-20,3,4,1,2,,10,20,7,14,69,21,2,1,,3,,,1,12,7,2,1,,,3,23,11,,,,,,1,
Terkonfirmasi,2021-05-21,176,100,62,240,80,198,856,67,1085,653,244,117,87,92,85,30,236,35,120,362,2,97,1,54,7,86,512,2,8,30,,1,16,5
Sembuh,2021-05-21,102,158,84,88,56,263,100,55,1484,160,169,112,141,38,64,2,46,4,63,314,27,109,3,37,23,101,649,,52,43,,6,17,
Meninggal,2021-05-21,9,1,2,1,,10,16,5,16,43,16,2,5,3,2,,9,5,7,10,,4,,1,,,17,,,2,,,,
Terkonfirmasi,2021-05-22,135,50,66,190,60,138,932,63,997,486,233,84,99,96,48,33,174,30,204,301,11,87,,3,15,70,639,7,,5,,1,36,3
Sembuh,2021-05-22,9,86,100,66,50,212,397,67,639,120,196,114,72,13,27,15,60,21,111,304,,76,8,45,,56,432,,,12,,3,42,
Meninggal,2021-05-22,6,4,4,1,,6,12,3,15,31,16,2,,,,,,,6,8,1,6,,3,1,,6,,,1,,,,
Terkonfirmasi,2021-05-23,104,68,36,183,70,152,867,55,970,360,228,118,103,96,73,46,215,26,194,381,8,84,1,41,12,104,592,9,5,24,,,50,5
Sembuh,2021-05-23,93,52,52,133,51,185,340,70,713,256,200,104,70,2,61,10,25,,101,181,28,68,3,30,14,29,513,,34,10,,3,119,
Meninggal,2021-05-23,6,2,2,,,6,12,,6,22,16,1,1,,3,1,,,11,9,,3,,1,,6,12,,,1,,,2,
Terkonfirmasi,2021-05-24,167,62,49,135,8,149,819,76,1420,905,227,83,105,68,29,52,247,24,130,154,,99,2,14,21,94,665,4,,2,28,,67,2
Sembuh,2021-05-24,257,66,51,99,40,200,302,91,1450,886,206,99,66,66,190,,313,7,75,194,29,96,5,8,15,41,202,20,19,17,,3,118,3
Meninggal,2021-05-24,8,1,1,,1,7,10,3,19,14,20,,1,1,1,,1,,6,1,,2,,1,1,1,24,,,2,,,1,
Terkonfirmasi,2021-05-25,185,55,89,166,30,215,384,59,1024,696,217,114,112,71,43,34,191,17,129,271,1,97,2,51,15,84,642,4,42,2,,,10,8
Sembuh,2021-05-25,151,76,9,63,53,191,506,54,1022,334,183,105,53,76,65,11,21,3,97,184,15,74,1,3,126,41,179,,6,12,,7,72,2
