Status,Tanggal,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo,
Total Kasus,2021-02-21,"9,457","32,359","28,490","6,793","4,803","26,456","328,628","5,219","194,369","147,462","126,033","4,448","52,502","13,316","20,774","9,082","8,604","8,404","15,542","28,661","14,814","23,658","9,954","53,951","9,597","11,995","30,807","3,933","6,835","7,172","16,477","5,085","8,254","4,719",
Total Kasus,2021-02-22,"9,458","32,637","28,603","6,864","4,825","26,594","331,094","5,239","198,181","148,509","126,467","4,448","52,906","13,380","20,881","9,177","8,626","8,479","15,587","28,690","14,837","23,755","9,982","54,209","9,782","12,087","30,858","3,948","6,879","7,203","16,568","5,091","8,391","4,721",
Total Kasus,2021-02-23,"9,487","32,925","28,854","6,905","4,867","26,822","331,876","5,265","202,515","149,336","127,013","4,476","53,337","13,455","20,982","9,370","8,642","8,512","15,647","28,750","14,848","23,894","9,989","54,715","9,789","12,181","30,974","3,958","6,888","7,235","16,644","5,180","8,586","4,731",
Total Kasus,2021-02-24,"9,513","33,232","28,895","7,141","4,883","27,023","332,658","5,321","204,706","150,598","127,593","4,503","53,760","13,517","21,115","9,378","8,657","8,532","15,704","28,837","14,863","24,016","9,999","55,103","9,814","12,249","31,084","3,970","6,902","7,287","16,684","5,190","8,681","4,733",
Total Kasus,2021-02-25,"9,523","33,495","29,158","7,186","4,894","27,251","334,239","5,349","207,252","151,418","128,149","4,535","54,154","13,569","21,294","9,425","8,665","8,576","15,779","28,920","14,881","24,169","10,015","55,526","9,881","12,317","31,217","3,975","6,932","7,320","16,735","5,197","8,883","4,755",
Total Kasus,2021-02-26,"9,531","33,825","29,395","7,256","4,914","27,425","335,900","5,373","209,566","152,071","128,690","4,574","54,639","13,681","21,480","9,437","8,684","8,641","15,818","29,017","14,947","24,299","10,025","55,865","9,966","12,385","31,286","3,981","6,956","7,357","16,895","5,214","8,999","4,774",
Total Kasus,2021-02-27,"9,534","33,976","29,430","7,300","4,927","27,653","337,637","5,456","210,442","152,701","129,135","4,601","55,017","13,778","21,667","9,622","8,695","8,673","15,878","29,098","14,989","24,418","10,039","56,114","10,013","12,467","31,335","3,982","6,984","7,390","16,988","5,220","9,139","4,776",
Total Kasus,2021-02-28,"9,541","34,215","29,476","7,347","4,933","27,823","339,735","5,488","211,212","153,028","129,459","4,640","55,391","13,852","21,837","9,694","8,702","8,740","15,914","29,182","15,002","24,528","10,043","56,198","10,025","12,535","31,398","3,982","6,984","7,423","17,043","5,223","9,247","4,794",
Total Kasus,2021-03-01,"9,543","34,380","29,497","7,374","4,936","27,967","341,793","5,489","212,874","153,685","129,800","4,640","55,828","13,925","22,043","9,806","8,715","8,790","15,970","29,204","15,021","24,666","10,054","56,339","10,099","12,608","31,453","3,987","6,984","7,441","17,084","5,234","9,287","4,798",
Total Kasus,2021-03-02,"9,557","34,547","29,594","7,400","4,949","28,117","342,371","5,534","214,528","154,669","130,212","4,662","56,138","14,009","22,230","9,854","8,724","8,795","16,014","29,275","15,026","24,795","10,061","56,517","10,133","12,658","31,542","3,987","7,021","7,470","17,165","5,266","9,404","4,802",
Total Kasus,2021-03-03,"9,570","34,745","29,666","7,461","4,982","28,346","343,807","5,543","216,423","155,217","130,642","4,696","56,487","14,103","22,409","9,882","8,730","8,804","16,064","29,380","15,047","24,929","10,080","56,780","10,199","12,717","31,621","4,030","7,044","7,517","17,281","5,268","9,545","4,819",
Total Kasus,2021-03-04,"9,580","35,013","29,677","7,493","4,994","28,574","345,816","5,587","218,154","155,808","131,046","4,737","56,999","14,171","22,576","9,947","8,742","8,810","16,107","29,467","15,065","25,065","10,083","56,976","10,276","12,773","31,708","4,036","7,069","7,544","17,444","5,271","9,648","4,842",
Total Kasus,2021-03-05,"9,589","35,227","30,192","7,543","5,009","28,749","346,975","5,594","219,940","156,757","131,450","4,766","57,292","14,323","22,773","9,977","8,761","8,851","16,170","29,554","15,076","25,164","10,091","57,172","10,289","12,818","31,837","4,040","7,078","7,571","17,507","5,285","9,798","4,851",
Total Kasus,2021-03-06,"9,605","35,380","30,205","7,618","5,017","28,838","348,591","5,611","221,034","157,343","131,843","4,839","57,688","14,445","22,944","10,038","8,774","8,854","16,228","29,646","15,103","25,251","10,093","57,337","10,323","12,859","31,905","4,052","7,116","7,615","17,560","5,289","9,928","4,864",
Total Kasus,2021-03-07,"9,609","35,527","30,217","7,655","5,027","28,987","350,425","5,631","222,400","157,738","132,171","4,906","58,039","14,563","23,140","10,067","8,787","8,870","16,293","29,706","15,135","25,329","10,098","57,527","10,361","12,907","32,039","4,062","7,118","7,630","17,565","5,296","9,971","4,866",
Total Kasus,2021-03-08,"9,616","35,727","30,808","7,717","5,067","29,154","352,208","5,637","224,139","158,609","132,499","4,906","58,181","14,633","23,300","10,107","8,804","8,872","16,358","29,714","15,136","25,423","10,107","57,606","10,387","12,960","32,103","4,079","7,133","7,642","17,654","5,299","10,105","4,866",
Total Kasus,2021-03-09,"9,642","35,983","30,908","7,766","5,075","29,330","353,075","5,657","225,926","159,507","132,890","4,956","58,441","14,766","23,426","10,182","8,807","8,883","16,390","29,797","15,146","25,521","10,120","57,698","10,442","13,020","32,212","4,112","7,142","7,699","18,014","5,305","10,241","4,866",
Total Kasus,2021-03-10,"9,642","36,237","31,046","7,788","5,084","29,508","354,115","5,675","227,496","159,811","133,289","4,999","58,737","14,860","23,538","10,216","8,821","8,908","16,453","29,898","15,169","25,611","10,125","57,918","10,481","13,078","32,319","4,147","7,145","7,729","18,195","5,305","10,355","4,880",
Total Kasus,2021-03-11,"9,661","36,393","31,095","7,842","5,095","29,636","355,869","5,684","228,277","160,062","133,630","5,041","59,175","14,907","23,734","10,262","8,839","8,908","16,490","29,985","15,172","25,703","10,139","58,026","10,514","13,124","32,430","4,147","7,154","7,766","18,348","5,313","10,421","4,880",
Total Kasus,2021-03-12,"9,667","36,590","31,579","7,905","5,122","29,839","357,742","5,713","229,634","160,559","133,971","5,064","59,381","14,969","23,933","10,399","8,842","8,909","16,523","30,042","15,174","25,786","10,139","58,159","10,561","13,166","32,488","4,148","7,164","7,794","18,403","5,317","10,549","4,903",
Total Kasus,2021-03-13,"9,681","36,748","31,826","7,973","5,125","30,027","358,776","5,734","230,559","160,751","134,317","5,148","59,645","15,066","24,130","10,401","8,846","8,929","16,566","30,110","15,198","25,877","10,141","58,248","10,573","13,209","32,554","4,160","7,164","7,839","18,450","5,326","10,690","4,954",
Total Kasus,2021-03-14,"9,686","36,748","32,141","8,059","5,145","30,117","359,980","5,734","231,692","160,895","134,595","5,245","59,851","15,191","24,334","10,433","8,873","8,998","16,586","30,203","15,212","25,965","10,144","58,315","10,613","13,257","32,723","4,173","7,186","7,876","18,482","5,329","10,713","4,961",
Total Kasus,2021-03-15,"9,686","36,848","32,431","8,108","5,154","30,257","361,535","5,739","233,026","161,595","134,852","5,245","60,056","15,316","24,509","10,478","8,877","9,040","16,643","30,225","15,216","26,067","10,147","58,369","10,643","13,304","32,792","4,193","7,190","7,884","18,527","5,332","10,796","4,964",
Total Kasus,2021-03-16,"9,696","36,925","32,678","8,199","5,169","30,427","362,370","5,775","234,643","162,155","135,143","5,327","60,300","15,399","24,700","10,515","8,879","9,041","16,698","30,280","15,216","26,146","10,154","58,486","10,667","13,347","32,909","4,220","7,196","7,911","18,597","5,334","10,989","4,967",
Total Kasus,2021-03-17,"9,702","37,152","33,539","8,249","5,204","30,697","363,700","5,800","235,990","162,802","135,464","5,406","60,540","15,552","24,858","10,584","8,916","9,075","16,743","30,415","15,225","26,234","10,166","58,625","10,692","13,388","32,991","4,229","7,200","7,954","18,662","5,337","11,209","4,983",
Total Kasus,2021-03-18,"9,712","37,458","33,832","8,308","5,212","30,954","365,419","5,835","237,251","163,460","135,803","5,457","60,868","15,627","24,976","10,613","8,924","9,142","16,782","30,520","15,235","26,321","10,171","58,771","10,716","13,425","33,099","4,238","7,214","7,991","18,788","5,338","11,376","5,017",
Total Kasus,2021-03-19,"9,728","37,665","34,156","8,366","5,232","31,115","367,007","5,867","238,612","164,071","136,108","5,487","61,138","15,740","25,173","10,658","8,943","9,170","16,822","30,629","15,249","26,406","10,177","58,913","10,771","13,435","33,231","4,257","7,218","8,016","18,898","5,352","11,472","5,020",
Total Kasus,2021-03-20,"9,743","37,795","34,389","8,531","5,242","31,357","368,944","5,892","239,434","164,290","136,397","5,527","61,359","15,828","25,388","10,703","8,955","9,211","16,874","30,706","15,261","26,492","10,203","58,973","10,813","13,519","33,450","4,267","7,228","8,058","18,938","5,352","11,632","5,037",
Total Kasus,2021-03-21,"9,743","37,981","34,600","8,626","5,255","31,452","370,582","5,914","239,951","164,392","136,689","5,566","61,577","16,029","25,616","10,724","8,960","9,244","16,928","30,793","15,265","26,545","10,220","59,022","10,834","13,577","33,499","4,267","7,232","8,095","18,943","5,355","11,669","5,039",
Total Kasus,2021-03-22,"9,763","38,155","35,040","8,710","5,258","31,595","372,056","5,928","241,204","165,133","136,959","5,566","61,648","16,116","25,823","10,830","8,993","9,308","16,973","30,834","15,281","26,630","10,220","59,075","10,918","13,613","33,573","4,274","7,236","8,110","18,963","5,357","11,745","5,041",
Total Kasus,2021-03-23,"9,778","38,337","35,338","8,754","5,293","31,800","372,871","5,947","242,420","165,865","137,197","5,605","61,883","16,264","25,963","10,871","9,008","9,323","17,000","30,924","15,281","26,727","10,222","59,140","10,988","13,650","33,740","4,277","7,257","8,134","19,022","5,357","11,914","5,075",
Total Kasus,2021-03-24,"9,791","38,526","35,596","8,822","5,317","32,054","373,761","5,971","243,749","166,268","137,486","5,647","62,158","16,425","26,153","10,887","9,039","9,361","17,051","31,013","15,281","26,818","10,225","59,217","11,021","13,701","33,865","4,284","7,283","8,149","19,088","5,358","12,012","5,075",
Total Kasus,2021-03-25,"9,797","38,727","35,687","8,923","5,324","32,312","375,487","6,019","244,921","166,773","137,834","5,679","62,478","16,532","26,389","10,924","9,081","9,402","17,169","31,124","15,310","26,892","10,226","59,285","11,045","13,752","33,985","4,284","7,316","8,171","19,204","5,359","12,066","5,082",
Total Kasus,2021-03-26,"9,812","38,905","35,863","8,975","5,332","32,544","376,868","6,034","245,776","167,035","138,174","5,733","62,730","16,627","26,604","10,972","9,098","9,419","17,258","31,239","15,327","26,971","10,232","59,317","11,079","13,795","34,154","4,293","7,322","8,189","19,293","5,359","12,109","5,103",
Total Kasus,2021-03-27,"9,833","39,050","36,083","9,050","5,337","32,684","378,222","6,079","246,252","167,176","138,449","5,799","62,929","16,810","26,871","10,999","9,123","9,454","17,342","31,349","15,346","27,051","10,245","59,351","11,092","13,843","34,266","4,300","7,337","8,233","19,414","5,360","12,162","5,111",
Total Kasus,2021-03-28,"9,845","39,171","36,162","9,144","5,364","32,811","379,692","6,132","246,786","167,276","138,715","5,809","63,093","16,921","27,119","11,058","9,143","9,460","17,443","31,455","15,351","27,120","10,249","59,386","11,110","13,878","34,391","4,304","7,340","8,264","19,429","5,363","12,182","5,119",
Total Kasus,2021-03-29,"9,853","39,315","36,490","9,207","5,374","32,917","380,706","6,178","248,396","167,664","138,966","5,809","63,217","16,993","27,394","11,073","9,154","9,492","17,534","31,496","15,353","27,194","10,253","59,432","11,136","13,939","34,460","4,310","7,340","8,275","19,479","5,364","12,209","5,121",
Total Kasus,2021-03-30,"9,862","39,484","36,809","9,296","5,426","33,200","381,090","6,198","249,307","168,313","139,245","5,849","63,463","17,072","27,615","11,107","9,162","9,552","17,625","31,602","15,361","27,263","10,260","59,536","11,181","13,990","34,592","4,322","7,352","8,290","19,531","5,364","12,325","5,131",
Total Kasus,2021-03-31,"9,892","39,684","37,759","9,364","5,461","33,472","382,055","6,225","250,282","168,810","139,546","5,902","63,663","17,240","27,882","11,132","9,185","9,594","17,727","31,728","15,365","27,358","10,267","59,630","11,221","14,019","34,752","4,328","7,352","8,309","19,589","5,365","12,415","5,139",
Total Kasus,2021-04-01,"9,903","39,856","38,664","9,464","5,484","33,648","383,392","6,287","251,186","169,480","139,827","5,941","63,877","17,303","28,144","11,154","9,216","9,609","17,860","31,862","15,370","27,423","10,273","59,713","11,253","14,062","34,951","4,331","7,358","8,332","19,602","5,366","12,501","5,162",
Total Kasus,2021-04-02,"9,912","40,025","39,514","9,510","5,491","33,902","384,632","6,329","251,847","169,719","140,101","5,994","64,115","17,407","28,427","11,170","9,248","9,626","17,935","32,012","15,375","27,484","10,275","59,732","11,271","14,134","35,154","4,331","7,370","8,362","19,654","5,369","12,580","5,172",
Total Kasus,2021-04-03,"9,918","40,166","40,424","9,593","5,497","34,020","385,730","6,361","252,207","169,993","140,331","6,043","64,253","17,497","28,581","11,232","9,304","9,647","17,974","32,098","15,386","27,548","10,275","59,786","11,285","14,178","35,270","4,331","7,373","8,377","19,675","5,370","12,610","5,191",
Total Kasus,2021-04-04,"9,922","40,421","43,925","9,653","5,535","34,143","386,466","6,384","252,545","170,188","140,552","6,091","64,407","17,589","28,871","11,275","9,314","9,666","18,015","32,155","15,386","27,621","10,283","59,844","11,303","14,206","35,487","4,331","7,373","8,395","19,692","5,373","12,642","5,202",
Total Kasus,2021-04-05,"9,933","40,608","44,184","9,755","5,549","34,278","386,989","6,405","253,455","170,684","140,782","6,091","64,497","17,695","29,024","11,282","9,358","9,698","18,069","32,206","15,387","27,695","10,283","59,875","11,351","14,234","35,572","4,332","7,375","8,406","19,698","5,373","12,642","5,202",
Total Kasus,2021-04-06,"9,946","40,844","44,371","9,817","5,577","34,511","387,476","6,465","254,419","171,335","141,077","6,127","64,694","17,765","29,177","11,296","9,381","9,705","18,118","32,311","15,398","27,772","10,293","60,084","11,367","14,272","35,786","4,340","7,386","8,426","19,728","5,374","12,669","5,209",
Total Kasus,2021-04-07,"9,985","41,054","44,534","9,889","5,619","34,783","388,338","6,512","255,230","171,870","141,423","6,167","64,857","17,846","29,317","11,302","9,415","9,731","18,188","32,440","15,404","27,848","10,298","60,311","11,424","14,316","36,008","4,351","7,392","8,452","19,788","5,375","12,684","5,225",
Total Kasus,2021-04-08,"10,027","41,259","44,655","9,984","5,687","35,003","389,577","6,562","255,903","172,666","141,720","6,211","65,010","17,910","29,618","11,302","9,441","9,774","18,278","32,655","15,415","27,919","10,314","60,464","11,447","14,355","36,308","4,353","7,401","8,483","19,863","5,378","12,713","5,225",
Total Kasus,2021-04-09,"10,055","41,466","44,798","10,055","5,734","35,225","390,590","6,612","256,834","173,235","142,028","6,288","65,215","18,021","29,899","11,344","9,499","9,799","18,357","32,800","15,415","27,998","10,315","60,544","11,502","14,404","36,539","4,353","7,403","8,510","19,929","5,384","12,755","5,240",
Total Kasus,2021-04-10,"10,075","41,619","44,897","10,109","5,750","35,455","391,567","6,620","257,831","173,515","142,305","6,361","65,402","18,135","30,156","11,371","9,524","9,816","18,451","32,955","15,416","28,076","10,316","60,640","11,522","14,458","36,804","4,357","7,404","8,525","20,002","5,387","12,800","5,247",
Total Kasus,2021-04-11,"10,082","41,734","45,002","10,292","5,795","35,585","392,598","6,640","258,578","173,720","142,554","6,413","65,604","18,278","30,397","11,381","9,562","9,835","18,503","33,069","15,430","28,151","10,318","60,670","11,530","14,510","36,995","4,357","7,411","8,535","20,022","5,387","12,800","5,257",
Total Kasus,2021-04-12,"10,106","41,903","45,333","10,373","5,801","35,716","393,290","6,645","260,048","174,457","142,805","6,413","65,701","18,354","30,479","11,398","9,586","9,867","18,566","33,126","15,430","28,220","10,319","60,713","11,579","14,578","37,141","4,357","7,435","8,543","20,052","5,390","12,842","5,258",
Total Kasus,2021-04-13,"10,134","42,053","45,516","10,490","5,826","35,948","394,118","6,685","261,504","175,316","143,054","6,493","65,859","18,461","30,621","11,412","9,673","9,872","18,626","33,227","15,445","28,287","10,321","60,807","11,634","14,657","37,394","4,360","7,437","8,604","20,064","5,396","12,958","5,274",
Total Kasus,2021-04-14,"10,160","42,174","45,602","10,634","5,841","36,240","394,779","6,736","263,072","176,032","143,316","6,585","66,055","18,543","30,877","11,429","9,718","9,892","18,704","33,401","15,448","28,347","10,323","60,925","11,695","14,715","37,729","4,366","7,455","8,634","20,064","5,397","13,013","5,281",
