Status,Tanggal,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo,
Sembuh,2021-08-29,191,"4,327","1,981",217,173,968,"29,768",149,"6,072","8,791","25,533",540,"2,300","1,941","6,150",324,552,"1,996","3,115","1,157","2,650","3,804","1,008","9,080",218,321,937,"1,579","1,102",562,"3,109",263,156,"1,768",
Sembuh,2021-08-30,246,"4,355","2,018",217,182,976,"30,134",149,"6,093","8,873","25,756",540,"2,318","1,976","6,246",325,552,"2,020","3,131","1,196","2,702","3,906","1,049","9,160",219,324,965,"1,579","1,102",563,"3,114",270,156,"1,773",
Sembuh,2021-08-31,312,"4,434","2,043",223,186,"1,026","30,538",156,"6,150","8,973","26,139",557,"2,390","1,998","6,288",329,575,"2,047","3,157","1,223","2,738","3,966","1,072","9,247",220,329,"1,008","1,579","1,158",569,"3,114",270,156,"1,789",
Sembuh,2021-09-01,395,"4,534","2,104",223,186,"1,036","31,267",156,"6,202","9,094","26,463",557,"2,407","2,018","6,389",335,575,"2,075","3,222","1,242","2,771","4,065","1,087","9,322",220,329,"1,028","1,579","1,196",592,"3,139",277,156,"1,816",
Sembuh,2021-09-02,395,"4,635","2,126",224,186,"1,061","31,741",156,"6,339","9,294","26,777",578,"2,474","2,018","6,494",336,578,"2,104","3,245","1,308","2,822","4,171","1,092","9,412",220,334,"1,038","1,579","1,206",598,"3,160",278,159,"1,833",
Sembuh,2021-09-03,403,"4,752","2,150",226,186,"1,075","32,441",157,"6,369","9,429","27,117",588,"2,551","2,103","6,633",351,586,"2,116","3,282","1,329","2,857","4,283","1,101","9,499",221,336,"1,061","1,579","1,223",599,"3,160",280,163,"1,849",
Sembuh,2021-09-04,434,"4,833","2,177",228,186,"1,096","33,260",170,"6,455","9,549","27,401",600,"2,639","2,193","6,670",356,595,"2,130","3,318","1,399","2,897","4,337","1,109","9,563",222,338,"1,116","1,579","1,248",604,"3,178",283,163,"1,855",
Sembuh,2021-09-05,434,"4,927","2,206",231,187,"1,116","33,991",181,"6,500","9,834","27,680",614,"2,775","2,193","6,707",359,595,"2,155","3,331","1,429","2,940","4,450","1,118","9,613",224,339,"1,223","1,579","1,266",620,"3,247",293,169,"1,875",
Sembuh,2021-09-06,434,"5,017","2,234",231,187,"1,157","34,792",181,"6,554","10,018","28,044",614,"2,952","2,193","6,802",359,595,"2,176","3,378","1,452","2,960","4,555","1,121","9,663",224,345,"1,253","1,579","1,288",622,"3,247",299,170,"1,879",
Sembuh,2021-09-07,434,"5,111","2,269",231,197,"1,189","35,454",181,"6,642","10,181","28,289",614,"2,962","2,193","6,851",360,647,"2,192","3,408","1,509","3,012","4,647","1,172","9,746",226,345,"1,301","1,579","1,317",630,"3,286",302,170,"1,905",
Sembuh,2021-09-08,494,"5,225","2,295",235,197,"1,216","36,383",181,"6,718","10,329","28,731",619,"3,018","2,193","6,889",367,654,"2,211","3,440","1,560","3,030","4,733","1,195","9,846",226,351,"1,344","1,579","1,364",633,"3,310",306,170,"1,916",
Sembuh,2021-09-09,504,"5,322","2,316",235,202,"1,268","37,224",187,"6,766","10,491","29,071",621,"3,114","2,208","6,996",368,654,"2,236","3,467","1,625","3,054","4,824","1,224","9,886",228,361,"1,428","1,579","1,375",645,"3,310",318,170,"1,923",
Sembuh,2021-09-10,504,"5,437","2,347",237,210,"1,298","38,228",212,"6,875","10,623","29,278",621,"3,244","2,238","7,134",374,654,"2,267","3,486","1,685","3,090","4,884","1,235","9,886",229,363,"1,489","1,579","1,375",649,"3,331",326,170,"1,952",
Sembuh,2021-09-11,504,"5,529","2,385",237,210,"1,313","39,128",222,"7,161","10,817","29,562",644,"3,345","2,248","7,235",378,724,"2,286","3,553","1,735","3,116","4,959","1,268","10,025",229,366,"1,557","1,584","1,413",666,"3,357",331,170,"1,960",
Sembuh,2021-09-12,504,"5,593","2,425",237,210,"1,325","39,793",229,"7,493","10,969","29,924",647,"3,445","2,263","7,319",379,761,"2,312","3,601","1,740","3,156","5,042","1,278","10,103",229,366,"1,581","1,584","1,420",671,"3,384",338,170,"1,967",
Sembuh,2021-09-13,504,"5,691","2,459",239,210,"1,332","40,751",233,"7,685","11,079","30,540",649,"3,588","2,269","7,397",385,761,"2,321","3,649","1,763","3,168","5,106","1,303","10,150",231,371,"1,607","1,592","1,420",671,"3,402",341,172,"1,971",
Sembuh,2021-09-14,556,"5,782","2,482",239,210,"1,355","42,245",233,"7,849","11,321","30,905",655,"3,770","2,269","7,474",394,838,"2,344","3,748","1,804","3,208","5,163","1,314","10,213",231,379,"1,693","1,592","1,513",691,"3,402",342,172,"2,019",
Sembuh,2021-09-15,701,"5,837","2,510",244,237,"1,370","43,226",233,"8,106","11,508","31,243",655,"3,854","2,287","7,530",394,862,"2,353","3,798","1,890","3,234","5,253","1,330","10,213",232,385,"1,759","1,593","1,526",703,"3,422",347,172,"2,058",
Sembuh,2021-09-16,"1,100","5,887","2,558",246,253,"1,420","44,171",241,"8,319","11,632","31,585",666,"4,033","2,407","7,587",404,869,"2,366","3,839","1,949","3,249","5,319","1,339","10,345",232,407,"1,783","1,609","1,526",725,"3,432",349,173,"2,081",
Sembuh,2021-09-17,"1,100","5,979","2,602",246,271,"1,440","45,123",249,"8,650","11,862","31,866",670,"4,135","2,407","7,624",412,871,"2,386","3,857","1,985","3,270","5,390","1,350","10,357",232,428,"1,817","1,775","1,526",732,"3,448",360,175,"2,091",
Sembuh,2021-09-18,"1,260","6,073","2,628",249,275,"1,471","46,151",252,"8,938","12,282","32,393",681,"4,302","2,484","7,823",416,"1,157","2,397","3,885","2,048","3,295","5,461","1,365","10,421",233,430,"2,012","1,787","1,585",854,"3,515",364,179,"2,108",
Sembuh,2021-09-19,"1,304","6,213","2,650",262,276,"1,491","47,176",254,"9,492","12,685","32,822",690,"4,392","2,514","8,071",421,"1,174","2,419","3,920","2,178","3,325","5,537","1,372","10,461",233,436,"2,084","1,787","1,630",854,"3,558",369,180,"2,120",
Sembuh,2021-09-20,"1,304","6,338","2,682",264,280,"1,506","48,247",255,"9,910","12,985","33,234",705,"4,454","2,527","8,130",421,"1,174","2,430","3,934","2,215","3,351","5,631","1,372","10,537",233,436,"2,161","1,787","1,630",904,"3,558",378,231,"2,123",
Sembuh,2021-09-21,"1,680","6,418","2,737",268,307,"1,543","49,546",256,"10,167","13,306","33,575",720,"4,528","2,549","8,226",423,"1,174","2,442","3,990","2,303","3,371","5,708","1,417","10,633",234,436,"2,194","1,787","1,632",917,"3,558",378,231,"2,143",
Sembuh,2021-09-22,"1,774","6,537","2,859",269,335,"1,578","50,389",256,"10,755","13,712","33,978",720,"4,680","2,549","8,266",429,"1,179","2,457","4,047","2,393","3,399","5,752","1,533","10,722",238,460,"2,327","1,787","1,663",920,"3,570",380,231,"2,154",
Sembuh,2021-09-23,"1,774","6,623","2,899",269,353,"1,634","51,494",260,"10,925","14,083","34,431",722,"4,902","2,587","8,370",433,"1,198","2,477","4,061","2,498","3,415","5,867","1,667","10,803",240,494,"2,652","1,787","1,687",939,"3,620",385,240,"2,169",
Sembuh,2021-09-24,"1,889","6,754","2,982",274,367,"1,652","52,648",262,"11,174","14,772","34,862",729,"5,025","2,606","8,451",434,"1,214","2,497","4,093","2,641","3,451","6,006","1,751","10,877",243,494,"2,767","1,799","1,687",939,"3,688",395,240,"2,190",
Sembuh,2021-09-25,"1,889","6,828","3,218",277,379,"1,677","54,268",263,"12,022","15,043","35,205",769,"5,080","2,636","8,503",448,"1,227","2,536","4,132","2,724","3,463","6,107","1,779","10,961",243,519,"2,941","1,799","1,687","1,039","3,688",407,240,"2,199",
Sembuh,2021-09-26,"1,889","6,915","3,265",278,391,"1,717","55,032",263,"12,644","15,255","35,543",780,"5,178","2,636","8,518",448,"1,295","2,547","4,153","2,847","3,497","6,262","1,814","11,111",247,581,"3,141","1,799","1,695","1,056","3,743",408,250,"2,205",
Sembuh,2021-09-27,"2,037","6,987","3,478",291,402,"1,743","56,329",265,"12,874","15,373","35,945",789,"5,322","2,662","8,593",450,"1,296","2,555","4,195","2,915","3,519","6,443","1,814","11,328",247,595,"3,335","1,799","1,734","1,073","3,743",416,250,"2,217",
Sembuh,2021-09-28,"2,202","7,126","3,603",300,402,"1,797","57,657",265,"13,181","15,574","36,323",789,"5,472","2,692","8,682",450,"1,400","2,559","4,246","2,995","3,555","6,636","1,858","11,503",250,614,"3,445","1,799","1,734","1,112","3,743",416,263,"2,227",
Sembuh,2021-09-29,"2,325","7,249","3,684",302,421,"1,856","58,775",265,"13,279","15,834","36,708",808,"5,521","2,696","8,746",451,"1,416","2,598","4,271","3,081","3,575","6,804","1,920","11,966",256,628,"3,603","1,802","1,800","1,126","3,743",417,268,"2,243",
Sembuh,2021-09-30,"2,325","7,365","3,964",303,441,"1,885","60,231",265,"13,650","16,034","37,058",810,"5,772","2,816","8,784",495,"1,418","2,638","4,357","3,185","3,596","6,974","1,934","12,340",267,639,"3,849","1,802","1,800","1,153","3,835",425,274,"2,263",
Sembuh,2021-10-01,"2,487","7,487","4,101",303,456,"1,934","61,354",268,"13,778","16,221","37,381",824,"5,880","2,831","8,857",502,"1,419","2,652","4,422","3,292","3,620","7,126","1,949","12,577",287,655,"4,128","1,802","1,859","1,164","3,867",424,272,"2,298",
Sembuh,2021-10-02,"2,487","7,578","4,214",312,466,"1,957","62,009",273,"13,963","16,424","37,741",842,"5,964","2,864","8,920",503,"1,428","2,659","4,508","3,424","3,658","7,306","2,037","12,773",291,672,"4,283","1,802","1,859","1,164","3,927",428,285,"2,319",
Sembuh,2021-10-03,"2,642","7,686","4,314",316,466,"1,976","63,197",276,"14,058","16,624","38,087",847,"6,112","2,946","8,991",524,"1,462","2,676","4,598","3,539","3,683","7,436","2,045","12,891",307,681,"4,771","1,811","1,886","1,167","3,974",450,285,"2,328",
Sembuh,2021-10-04,"2,838","7,816","4,382",322,472,"2,046","64,229",281,"14,137","16,807","38,403",866,"6,342","2,976","9,088",528,"1,463","2,686","4,663","3,671","3,710","7,546","2,061","13,013",310,694,"4,981","1,811","1,918","1,258","4,005",465,306,"2,359",
Sembuh,2021-10-05,"3,016","7,943","4,454",328,501,"2,123","65,213",286,"14,927","17,007","38,688",866,"6,539","3,014","9,119",531,"1,549","2,706","4,738","3,825","3,751","7,667","2,147","13,169",312,710,"5,264","1,819","1,918","1,278","4,005",469,319,"2,392",
Sembuh,2021-10-06,"3,115","8,072","4,552",330,531,"2,163","66,230",293,"15,128","17,347","38,980",874,"6,690","3,056","9,226",550,"1,593","2,739","4,742","4,125","3,766","7,871","2,212","13,369",324,732,"5,439","1,823","1,934","1,345","4,060",474,333,"2,419",
Sembuh,2021-10-07,"3,326","8,192","4,674",331,551,"2,183","67,216",303,"15,641","17,617","39,273",878,"6,800","3,092","9,294",553,"1,693","2,757","4,786","4,244","3,817","8,048","2,242","13,454",328,732,"5,699","1,831","1,982","1,386","4,111",478,336,"2,443",
Sembuh,2021-10-08,"3,492","8,317","4,768",331,571,"2,192","68,260",304,"15,966","17,887","39,607",879,"7,038","3,141","9,363",555,"1,826","2,770","4,937","4,386","3,840","8,237","2,273","13,581",335,748,"5,790","1,831","2,014","1,393","4,158",484,343,"2,443",
Sembuh,2021-10-09,"3,585","8,455","4,854",333,585,"2,223","69,110",309,"16,529","18,097","39,913",909,"7,220","3,149","9,505",559,"1,826","2,792","5,002","4,553","3,875","8,401","2,309","13,692",355,765,"5,856","1,864","2,014","1,480","4,158",492,349,"2,549",
Sembuh,2021-10-10,"3,585","8,598","4,943",356,610,"2,236","70,392",310,"16,907","18,367","40,218",916,"7,354","3,167","9,527",566,"1,961","2,799","5,075","4,687","3,902","8,549","2,342","13,801",369,768,"5,998","1,864","2,039","1,499","4,208",640,352,"2,576",
Sembuh,2021-10-11,"3,585","8,696","5,029",361,640,"2,273","71,454",316,"17,462","18,572","40,490",958,"7,563","3,194","9,606",568,"2,009","2,806","5,116","4,893","3,952","8,706","2,348","13,891",375,769,"6,107","1,864","2,039","1,560","4,208",653,352,"2,612",
Sembuh,2021-10-12,"3,746","8,834","5,105",363,670,"2,357","72,540",316,"17,700","18,852","40,793",958,"7,624","3,232","9,651",568,"2,053","2,813","5,169","5,005","4,000","8,881","2,375","14,049",379,769,"6,223","1,868","2,159","1,595","4,208",653,353,"2,658",
Sembuh,2021-10-13,"3,851","8,975","5,167",376,670,"2,396","73,640",318,"18,269","19,144","41,144","1,024","7,655","3,301","9,762",574,"2,107","2,885","5,186","5,096","4,020","9,015","2,393","14,292",406,769,"6,343","1,888","2,268","2,330","4,316",660,362,"2,694",
Sembuh,2021-10-14,"3,909","9,116","5,273",402,684,"2,416","74,831",318,"18,793","20,041","41,474","1,079","7,926","3,333","9,815",584,"2,108","2,936","5,242","5,221","4,042","9,176","2,439","14,370",410,786,"6,488","1,892","2,290","2,330","4,362",686,369,"2,710",
Sembuh,2021-10-15,"4,058","9,273","5,523",412,684,"2,471","75,881",321,"19,097","22,264","41,786","1,138","8,061","3,366","9,874",588,"2,175","2,951","5,269","5,352","4,072","9,286","2,472","14,489",413,786,"6,603","1,892","2,470","2,394","4,420",693,369,"2,758",
Sembuh,2021-10-16,"4,187","9,406","5,621",418,699,"2,503","76,863",341,"19,484","22,660","42,132","1,189","8,269","3,405","9,918",593,"2,246","2,970","5,334","5,500","4,110","9,397","2,507","14,655",413,849,"6,705","1,906","2,542","2,444","4,420",700,400,"2,758",
Sembuh,2021-10-17,"4,318","9,505","5,735",430,701,"2,551","77,969",368,"19,924","22,980","42,455","1,224","8,541","3,437","9,984",597,"2,246","2,994","5,381","5,756","4,142","9,497","2,517","14,828",436,869,"6,823","1,906","2,651","2,504","4,438",704,406,"2,775",
Sembuh,2021-10-18,"4,605","9,583","5,892",436,721,"2,615","79,043",368,"20,269","23,372","42,708","1,227","8,752","3,437","10,042",610,"2,284","3,005","5,437","5,863","4,183","9,605","2,568","14,943",439,889,"6,935","1,906","2,715","2,536","4,438",717,406,"2,775",
Sembuh,2021-10-19,"4,820","9,683","5,948",451,721,"2,690","80,167",371,"20,608","23,724","43,049","1,227","8,825","3,483","10,075",619,"2,284","3,011","5,444","6,033","4,207","9,723","2,676","15,033",449,912,"7,456","1,909","2,744","2,543","4,438",717,406,"2,797",
Sembuh,2021-10-20,"5,037","9,788","6,069",456,727,"2,741","81,013",379,"20,821","24,324","43,356","1,255","8,970","3,560","10,117",619,"2,361","3,021","5,491","6,143","4,234","9,815","2,914","15,133",462,912,"8,091","1,928","2,804","2,646","4,533",724,411,"2,798",
Sembuh,2021-10-21,"5,037","9,883","6,217",461,727,"2,762","82,085",379,"21,371","24,704","43,671","1,255","9,092","3,577","10,153",628,"2,361","3,035","5,522","6,410","4,258","9,894","2,979","15,322",479,912,"8,396","1,928","2,835","2,691","4,533",734,416,"2,802",
Sembuh,2021-10-22,"5,037","9,977","6,292",468,747,"2,781","83,244",419,"21,703","25,068","44,018","1,267","9,277","3,577","10,195",633,"2,361","3,077","5,602","6,524","4,284","9,976","3,079","15,422",494,935,"8,567","1,928","2,835","2,707","4,533",742,422,"2,815",
Sembuh,2021-10-23,"5,037","10,055","6,367",471,760,"2,806","84,337",425,"22,022","25,538","44,359","1,282","9,514","3,632","10,275",645,"2,385","3,104","5,664","7,047","4,312","10,048","3,153","15,509",512,939,"8,819","1,928","2,884","2,745","4,533",744,434,"2,815",
Sembuh,2021-10-24,"5,037","10,144","6,455",473,760,"2,842","85,492",447,"22,676","25,968","44,665","1,288","9,682","3,684","10,373",654,"2,418","3,118","5,704","7,248","4,341","10,126","3,259","15,564",519,939,"9,097","1,928","2,926","2,836","4,533",763,443,"2,817",
Sembuh,2021-10-25,"5,037","10,226","6,574",475,768,"2,910","86,721",501,"23,143","26,331","44,907","1,288","9,832","3,710","10,425",662,"2,471","3,134","5,885","7,420","4,374","10,201","3,330","15,664",558,941,"9,654","1,928","3,024","3,075","4,533",784,443,"2,835",
Sembuh,2021-10-26,"5,037","10,285","6,835",482,773,"2,939","87,883",521,"23,585","26,634","45,203","1,300","9,959","3,744","10,481",664,"2,541","3,156","6,015","7,605","4,405","10,286","3,392","15,744",590,941,"9,905","1,928","3,083","3,093","4,598",784,443,"2,838",
Sembuh,2021-10-27,"5,037","10,361","6,936",495,785,"2,971","89,017",542,"24,140","26,951","45,450","1,306","10,175","3,776","10,513",672,"2,541","3,188","6,075","8,085","4,430","10,376","3,447","16,124",603,941,"10,203","1,928","3,120","3,358","4,598",816,449,"2,839",
Sembuh,2021-10-28,"5,037","10,397","7,030",510,788,"3,013","90,064",574,"24,507","27,278","45,683","1,328","10,267","3,793","10,593",679,"2,564","3,220","6,113","8,283","4,445","10,464","3,557","16,230",613,977,"10,467","1,928","3,158","3,478","4,637",816,463,"2,839",
Sembuh,2021-10-29,"5,037","10,453","7,108",512,793,"3,064","91,142",593,"24,999","27,508","45,937","1,328","10,542","3,820","10,636",683,"2,581","3,251","6,251","8,833","4,481","10,546","3,674","16,301",624,"1,023","10,688","1,928","3,186","3,493","4,637",816,465,"2,845",
Sembuh,2021-10-30,"5,037","10,561","7,290",512,803,"3,124","92,219",607,"25,355","27,808","46,152","1,333","10,796","3,855","10,695",683,"2,610","3,255","6,283","10,009","4,517","10,619","3,764","16,383",628,"1,047","10,937","1,928","3,186","3,494","4,637",823,498,"2,847",
Sembuh,2021-10-31,"5,037","10,624","7,422",524,803,"3,147","93,251",619,"25,644","28,094","46,378","1,338","11,066","3,880","10,773",701,"2,668","3,258","6,319","10,270","4,542","10,706","3,863","16,444",647,"1,047","11,162","1,928","3,232","3,601","4,637",826,498,"2,852",
Sembuh,2021-11-01,"5,037","10,681","7,528",526,803,"3,160","94,726",619,"26,282","28,426","46,701","1,338","11,250","3,880","10,848",716,"2,668","3,263","6,385","10,514","4,566","10,778","3,947","16,551",652,"1,120","11,333","1,928","3,232","3,655","4,637",840,499,"2,853",
Sembuh,2021-11-02,"5,173","10,766","7,578",533,833,"3,209","95,783",619,"26,671","28,788","47,001","1,338","11,500","3,906","10,873",722,"2,775","3,272","6,394","10,764","4,585","10,846","4,034","16,617",672,"1,120","11,490","1,946","3,266","3,655","4,637",841,500,"2,859",
Sembuh,2021-11-03,"5,351","10,847","7,642",540,842,"3,231","96,809",648,"27,058","29,218","47,262","1,341","11,775","3,926","10,927",729,"2,775","3,295","6,475","11,015","4,637","10,918","4,166","16,659",678,"1,120","11,842","1,946","3,267","3,681","4,658",841,517,"2,861",
Sembuh,2021-11-04,"5,531","10,924","7,749",546,855,"3,278","97,743",655,"27,348","29,580","47,505","1,348","11,900","3,942","10,969",732,"2,803","3,354","6,522","11,683","4,660","10,995","4,200","16,730",685,"1,163","12,089","1,946","3,267","3,692","4,658",842,522,"2,866",
Sembuh,2021-11-05,"5,531","11,026","7,822",549,888,"3,308","98,715",677,"27,728","29,910","47,772","1,355","12,138","3,960","10,996",752,"2,873","3,432","6,610","12,057","4,679","11,058","4,254","16,775",698,"1,163","12,404","1,946","3,286","3,701","4,820",862,531,"2,866",
Sembuh,2021-11-06,"5,725","11,107","7,925",562,893,"3,338","99,739",694,"28,179","30,203","48,042","1,404","12,262","3,989","11,034",759,"2,900","3,459","6,654","12,347","4,716","11,118","4,284","16,810",709,"1,163","12,611","1,946","3,317","3,710","4,820",863,552,"2,871",
Sembuh,2021-11-07,"5,808","11,157","8,018",566,901,"3,387","100,728",714,"28,641","30,504","48,309","1,410","12,561","3,999","11,050",773,"2,927","3,476","6,658","12,612","4,741","11,181","4,310","16,858",734,"1,244","12,968","1,946","3,394","3,722","4,820",873,556,"2,871",
Sembuh,2021-11-08,"6,055","11,205","8,092",575,926,"3,420","101,707",745,"29,266","30,764","48,570","1,435","12,773","4,004","11,067",783,"3,009","3,537","6,754","12,854","4,751","11,239","4,328","16,897",745,"1,249","13,133","1,946","3,407","3,873","4,870",875,572,"2,872",
Sembuh,2021-11-09,"6,258","11,275","8,134",582,946,"3,481","102,831",780,"30,186","31,061","48,812","1,435","13,082","4,024","11,074",786,"3,058","3,540","6,780","13,040","4,791","11,303","4,354","16,912",769,"1,267","13,258","1,946","3,421","3,880","4,870",876,579,"2,875",
Sembuh,2021-11-10,"6,258","11,277","8,134",582,973,"3,500","104,084",830,"31,091","31,293","49,113","1,435","13,226","4,049","11,118",793,"3,058","3,540","6,818","13,230","4,810","11,370","4,363","16,996",801,"1,267","13,258","1,946","3,439","3,880","4,870",878,584,"2,877",
Sembuh,2021-11-11,"6,258","11,411","8,136",585,981,"3,543","105,046",860,"31,525","31,599","49,299","1,458","13,349","4,060","11,177",802,"3,070","3,540","6,903","13,333","4,810","11,430","4,368","17,064",812,"1,273","13,763","1,946","3,453","3,917","4,870",880,584,"2,877",
Sembuh,2021-11-12,"6,258","11,461","8,141",589,992,"3,568","106,100",892,"32,049","31,937","49,542","1,470","13,593","4,085","11,205",802,"3,074","3,540","6,954","13,386","4,861","11,509","4,390","17,092",835,"1,273","13,849","1,946","3,479","3,936","4,905",894,586,"2,891",
Sembuh,2021-11-13,"6,262","11,517","8,142",597,"1,017","3,597","107,077",912,"32,429","32,261","49,765","1,485","13,933","4,128","11,229",809,"3,139","3,540","6,966","13,506","4,881","11,581","4,390","17,136",838,"1,321","13,912","1,946","3,530","3,949","4,905",909,593,"2,892",
Sembuh,2021-11-14,"6,265","11,530","8,153",643,"1,046","3,620","108,116",934,"32,901","32,491","49,995","1,507","14,081","4,149","11,320",829,"3,254","3,540","7,010","13,663","4,897","11,640","4,396","17,172",859,"1,327","13,961","1,946","3,538","3,970","4,930",925,593,"2,893",
Sembuh,2021-11-15,"6,267","11,625","8,153",653,"1,059","3,627","109,091",973,"33,924","32,767","50,250","1,520","14,285","4,165","11,338",843,"3,388","3,540","7,046","13,804","4,921","11,707","4,428","17,184",860,"1,407","14,229","1,946","3,541","4,087","4,930",946,593,"2,894",
Sembuh,2021-11-16,"6,267","11,635","8,154",660,"1,062","3,642","110,129",987,"34,648","33,100","50,497","1,520","14,501","4,165","11,403",843,"3,388","3,540","7,146","13,888","4,953","11,816","4,475","17,318",873,"1,415","14,372","1,946","3,545","4,101","5,007",952,597,"2,898",
Sembuh,2021-11-17,"6,295","11,644","8,167",706,"1,088","3,669","111,003",994,"35,445","33,461","50,544","1,540","14,724","4,223","11,435",853,"3,487","3,542","7,177","13,928","4,988","11,923","4,480","17,347",887,"1,523","14,454","1,946","3,581","4,116","5,007",955,601,"2,903",
Sembuh,2021-11-18,"6,410","11,729","8,167",720,"1,108","3,712","111,855","1,040","36,222","33,849","50,901","1,556","14,842","4,249","11,435",853,"3,487","3,552","7,219","14,075","4,997","11,995","4,497","17,358",893,"1,523","14,702","1,946","3,583","4,214","5,007",956,608,"2,906",
Sembuh,2021-11-19,"6,410","11,795","8,167",720,"1,123","3,762","112,741","1,086","36,662","34,182","51,120","1,566","15,081","4,278","11,655",856,"3,487","3,566","7,259","14,475","5,007","12,071","4,572","17,470",908,"1,575","15,704","1,962","3,596","4,268","5,007",967,608,"2,906",
Sembuh,2021-11-20,"6,410","11,849","8,191",747,"1,164","3,824","113,677","1,127","37,688","34,582","51,436","1,597","15,247","4,299","11,691",863,"3,550","3,588","7,302","14,595","5,061","12,142","4,593","17,561",931,"1,575","15,902","1,962","3,606","4,271","5,007",979,629,"2,906",
Sembuh,2021-11-21,"6,410","11,922","8,211",754,"1,179","3,848","114,770","1,132","38,318","34,818","51,696","1,620","15,433","4,341","11,719",865,"3,550","3,590","7,330","14,720","5,076","12,219","4,630","17,826",935,"1,575","16,014","1,966","3,649","4,309","5,007",985,630,"2,908",
Sembuh,2021-11-22,"6,410","11,983","8,219",759,"1,204","3,857","115,845","1,167","39,011","35,441","51,997","1,652","15,577","4,372","11,749",880,"3,650","3,620","7,363","15,079","5,095","12,289","4,669","17,999",955,"1,631","16,191","1,966","3,649","4,362","5,007",995,637,"2,908",
Sembuh,2021-11-23,"6,410","12,046","8,232",765,"1,225","3,957","116,909","1,196","40,024","35,751","52,389","1,673","15,771","4,407","11,760",896,"3,892","3,623","7,384","15,145","5,130","12,369","4,738","18,040",958,"1,681","16,325","1,966","3,680","4,422","5,007","1,008",651,"2,956",
Sembuh,2021-11-24,"6,410","12,151","8,238",770,"1,244","3,997","117,969","1,203","40,452","36,051","52,546","1,733","15,903","4,437","11,775",911,"3,908","3,632","7,424","15,258","5,163","12,446","4,769","18,128",969,"1,689","16,413","1,971","3,680","4,449","5,007","1,009",652,"2,956",
Sembuh,2021-11-25,"6,550","12,217","8,322",782,"1,264","4,141","119,069","1,256","41,220","36,413","52,827","1,787","16,137","4,477","11,815",912,"3,952","3,665","7,468","15,488","5,191","12,527","4,834","18,162",981,"1,741","16,569","1,971","3,746","4,473","5,007","1,226",661,"2,956",
Sembuh,2021-11-26,"6,576","12,267","8,396",784,"1,287","4,200","120,194","1,263","41,932","36,681","53,131","1,825","16,255","4,526","11,859",921,"3,998","3,687","7,504","15,638","5,211","12,601","5,057","18,208","1,016","1,757","16,769","1,971","3,755","4,513","5,007","1,241",663,"2,956",
Sembuh,2021-11-27,"6,580","12,320","8,512",795,"1,312","4,230","121,010","1,282","42,714","37,061","53,490","1,888","16,395","4,583","11,912",923,"4,044","3,701","7,541","15,786","5,249","12,687","5,179","18,275","1,051","1,852","16,959","1,971","3,755","4,528","5,007","1,245",663,"2,956",
Sembuh,2021-11-28,"6,580","12,423","8,672",818,"1,342","4,283","122,255","1,291","43,576","37,521","53,884","1,925","16,520","4,629","11,912",937,"4,098","3,719","7,586","15,896","5,270","12,778","5,308","18,343","1,062","1,948","17,221","1,971","3,770","4,542","5,007","1,257",675,"2,964",
Sembuh,2021-11-29,"6,608","12,479","8,767",841,"1,377","4,333","123,069","1,329","44,346","38,281","54,171","1,987","16,577","4,676","11,949",950,"4,138","3,728","7,633","16,031","5,293","12,856","5,310","18,403","1,071","1,961","17,417","1,971","3,786","4,543","5,007","1,264",676,"2,965",
Sembuh,2021-11-30,"6,617","12,592","8,912",853,"1,377","4,398","123,984","1,341","45,049","39,570","54,490","1,987","16,859","4,676","11,961",984,"4,150","3,732","7,681","16,112","5,361","12,926","5,429","18,509","1,089","2,008","17,593","1,971","3,792","4,562","5,007","1,282",696,"2,968",
Sembuh,2021-12-01,"6,631","12,646","8,963",876,"1,417","4,466","125,008","1,387","45,763","40,046","54,863","2,042","17,020","4,756","12,004",995,"4,189","3,768","7,758","16,253","5,413","13,009","5,533","18,600","1,126","2,050","17,885","1,981","3,797","4,607","5,037","1,297",725,"2,968",
Sembuh,2021-12-02,"6,666","12,740","9,048",882,"1,447","4,496","126,069","1,445","46,149","40,652","55,260","2,098","17,156","4,805","12,066","1,017","4,189","3,789","7,782","16,407","5,457","13,086","5,624","18,677","1,181","2,100","18,062","2,020","3,809","4,647","5,057","1,302",727,"2,968",
Sembuh,2021-12-03,"6,672","12,865","9,088",891,"1,477","4,573","127,042","1,467","46,402","40,977","55,604","2,157","17,338","4,835","12,096","1,023","4,415","3,840","7,851","16,557","5,484","13,166","5,728","18,724","1,205","2,155","18,223","2,020","3,809","4,689","5,159","1,316",732,"2,973",
Sembuh,2021-12-04,"6,674","12,933","9,104",900,"1,498","4,649","127,977","1,467","46,781","41,310","55,942","2,214","17,470","4,835","12,142","1,041","4,415","3,942","7,984","16,742","5,540","13,247","5,791","18,796","1,243","2,184","18,384","2,020","3,817","4,714","5,383","1,324",739,"2,976",
